scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
turdinus marmorata,XC196219,2014-09-07,Indonesia,"Danau Ranau, Bukit Barisan Selatan NP, Lampung, Sumatra",-4.9667,103.8501,1200,51,2239.5,2239.5
turdinus marmorata,XC366005,2017-02-16,Malaysia,"Fraser's Hill, Pahang",3.7119,101.7365,1200,22,2067.2,2067.2
turdinus rufipectus,XC69431,2002-04-21,Indonesia,"Sumatra, Gunung Kerinci",-1.74,101.26,N/A,71,2239.5,2239.5
turdinus rufipectus,XC23118,2008-07-08,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,1900,38,1378.1,1378.1
turdinus rufipectus,XC39507,2009-07-05,Indonesia,"Danau Ranau, Bukit Barisan Selatan NP, Lampung, Sumatra",-4.9667,103.8501,1450,9,2239.5,2239.5
turdinus rufipectus,XC196211,2014-06-23,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,N/A,49,2239.5,2239.5
turdinus rufipectus,XC70301,1990-00-00,Indonesia,"Sumatra, Gunung Kerinci",-1.7401,101.2601,2000,62,2584,2584
Turdoides affinis,XC190813,2014-03-27,Sri Lanka,Kitulgala,6.9944,80.4114,80,26,6029.3,6029.3
Turdoides affinis,XC182000,2014-05-27,Sri Lanka,"Yala National Park, Buttuwa, Southern Province.",6.3161,81.483,10,19,4995.7,4995.7
Turdoides affinis,XC311520,2016-03-28,Sri Lanka,Udawalawa area,6.422814,80.852112,N/A,42,4823.4,4823.4
Turdoides affinis,XC346138,2016-12-01,Sri Lanka,"Kitulgala, Kegalle, Sabaragamuwa Province  ",6.9966,80.4151,80,18,4306.6,4306.6
Turdoides altirostris,XC123201,2010-04-22,Turkey,"Birecik, Birecik, Şanlıurfa Province",37.0192,37.9687,340,100,3100.8,3100.8
Turdoides altirostris,XC323300,2016-06-18,Iraq,"Dibis, Kirkuk",35.6855,44.0979,240,5,4134.4,4134.4
Turdoides bicolor,XC280785,2013-02-02,South Africa,"Zaagkuildrift road to Kgomo-Kgomo, Gauteng",-25.156445,28.217022,N/A,60,4306.6,4306.6
Turdoides caudata,XC149581,2013-01-22,India,"Desert National Park, Thar Desert, near Jaisalmer, Rajasthan",27.2575,70.892,170,120,2067.2,2067.2
Turdoides caudata,XC149599,2013-01-30,India,"Lala-Naliya Grassland Reserve, Kutch, Gujarat (approx location)",23.5435,68.6973,80,78,4134.4,4134.4
Turdoides caudata,XC303314,2016-01-24,Kuwait,Jahara pool reserve,29.3635,47.696,0,53,2239.5,2239.5
Turdoides caudata,XC404675,2017-04-09,Iran,Geno protekted area,27.4061,56.2482,950,40,2239.5,2239.5
Turdoides caudata,XC405383,2017-04-14,Iran,"Horolazim wetland, Khuzestan Province",30.3845,48.5115,0,30,2239.5,2239.5
Turdoides earlei,XC19386,N/A,India,Dibru Saikhowa,27.6167,95.5501,N/A,12,2928.5,2928.5
Turdoides fulva,ML26373,1982-07-25,Algeria,"25.0 km S of Touggourt, Blidet Amor, Ouargla",32.55,5.56,N/A,81,3100.8,3100.8
Turdoides gymnogenys,ML61190,1993-03-15,Namibia,Halali Camp,-19,16,1200,294,2756.2,2756.2
Turdoides hartlaubii,XC398254,2017-12-15,Zambia,"Mkushi farm region, Central province",-13.655075,29.358824,N/A,14,2584,2584
Turdoides jardineii,XC92876,2011-07-20,Zambia,"Lazy J Ranch, Lusaka",-15.492,28.45,1383,10,2411.7,2411.7
Turdoides jardineii,XC365293,2015-12-06,Malawi,"Liwonde NP southern area, Machinga, Southern Region",-15.0041,35.2748,480,25,2067.2,2067.2
Turdoides jardineii,XC344196,2016-10-27,Kenya,"Songo, Chemelil District",-0.0559,35.1798,1400,18,2584,2584
Turdoides jardineii,XC382892,2017-07-06,South Africa,"Mjejane Private Game Reserve, Hectorspruit, Mpumalanga",-25.3797,31.7211,220,48,2239.5,2239.5
Turdoides jardineii,XC429669,2017-10-30,Tanzania,Tarangire National Park,-4.016,36.018,1200,18,2411.7,2411.7
Turdoides leucopygia,XC276697,2014-12-19,Ethiopia,"Portuguese Bridge, Debre Libanos",9.8013,38.5483,3100,30,4478.9,4478.9
Turdoides leucopygia,XC276698,2014-12-28,Ethiopia,"Simbo Resort, Lake Langano",7.5479,38.6835,1600,10,4306.6,4306.6
Turdoides leucopygia,XC276700,2015-01-09,Ethiopia,Lake Awassa,7.0496,38.4645,1700,51,5857,5857
Turdoides leucopygia,XC300813,2015-12-11,Ethiopia,Sof Omar,6.904187,40.852239,N/A,34,4306.6,4306.6
Turdoides leucopygia,XC300816,2015-12-21,Ethiopia,Negash lodge,8.533087,37.98134,N/A,81,4478.9,4478.9
Turdoides longirostris,XC347458,2008-02-18,Nepal,"Chitwan, Narayani, Central Development Region",27.5661,84.477,190,12,3962.1,3962.1
Turdoides longirostris,XC201053,2013-04-19,India,"Kaziranga National Park, Assam",26.6667,93.3501,90,36,4478.9,4478.9
Turdoides longirostris,XC362914,2017-03-15,India,"Manas National Park, Assam",26.6622,91.0158,60,16,3789.8,3789.8
Turdoides malcolmi,XC128090,2013-02-02,India,"Maharashtra, nr Chistur [west of Nagpur]",21.0883,78.1476,325,12,2756.2,2756.2
Turdoides malcolmi,XC317261,2016-05-07,India,"Udachiwadi, Pune, Maharashtra",18.3784,74.0787,800,20,4134.4,4134.4
Turdoides nipalensis,XC156241,2013-11-20,Nepal,"Kaski (near Sarangkot), Gandaki, Western Region",28.2433,83.9464,1400,65,3273,3273
Turdoides nipalensis,XC315120,2016-04-24,Nepal,"World Peace Pagoda, Pokhara",28.2007,83.9487,1000,79,3445.3,3445.3
Turdoides nipalensis,XC361954,2017-04-10,Nepal,"Shanti Stupa, Pokhara",28.2032,83.9378,1200,213,3273,3273
Turdoides plebejus,XC283724,2015-10-03,Mali,"Station de recherche de SOTUBA, Bamako",12.6561,-7.919,320,34,3617.6,3617.6
Turdoides plebejus,XC425236,2018-06-18,Gambia,"Brufut, Kombo North, West Coast Region",13.3744,-16.7569,10,64,4306.6,4306.6
Turdoides plebejus,XC425641,2018-06-27,Gambia,"Kombo South, West Coast Region",13.0873,-16.766,10,31,3100.8,3100.8
turdoides reinwardii,XC100523,1999-02-09,Cameroon,Ngaoundaba Ranch,7.14449885,13.71917725,N/A,89,1722.7,1722.7
turdoides reinwardii,XC164459,2007-02-04,Senegal,Kaffrine,13.953,-14.8331,10,25,1722.7,1722.7
turdoides reinwardii,XC45532,2010-03-08,Ghana,Mole National Park,9.6467,-1.7606,200,16,1722.7,1722.7
turdoides reinwardii,XC356574,2017-02-13,Gambia,"Marakissa, Kombo Central, West Coast Region",13.2027,-16.6515,20,17,4134.4,4134.4
turdoides reinwardii,XC370751,2017-05-17,Senegal,"Le Firdou, Kolda, Kolda Region",12.8729,-14.9542,10,28,2239.5,2239.5
Turdoides sharpei,XC240893,2015-05-03,Kenya,"Ol Pajeta Conservancy, Laikipia",0.0033,36.9454,1800,19,2584,2584
Turdoides squamulata,XC154806,2009-07-02,Kenya,Arabuko-Sokoke Forest,-3.3025,39.8815,60,23,3445.3,3445.3
Turdoides striata,XC163136,1987-01-13,Nepal,"Chitwan national park, central region",27.5649,84.4736,190,83,4134.4,4134.4
Turdoides striata,XC162835,2012-11-26,India,"Aldona, North Goa, Goa",15.5886,73.8765,0,32,4134.4,4134.4
Turdoides striata,XC138488,2013-03-17,India,"Durgapur, Bardhaman, West Bengal",23.5351,87.3447,80,11,2756.2,2756.2
Turdoides striata,XC254999,2015-07-02,Bangladesh,"Madhupur Upazila, Tangail, Dhaka Division",24.6588,90.1057,N/A,25,4823.4,4823.4
Turdoides subrufa,XC423657,2018-07-04,India,"Manipal, Udupi, Karnataka",13.347,74.788,100,24,4306.6,4306.6
Turdus albicollis,XC243210,1996-01-28,Ecuador,"Orellana: Laguna Añangu ('Napo Wildlife Center'), s-bank Río Napo",-0.523,-76.438,230,185,1894.9,1894.9
Turdus albicollis,XC271757,2014-03-20,Suriname,"Brownsberg, Brokopondo",4.94179,-55.171752,N/A,106,1722.7,1722.7
Turdus albicollis,XC243707,2014-09-14,Brazil,"Green Trail, Reserva Ecológica de Guapiaçu, RJ",-22.4179,-42.7379,170,169,2067.2,2067.2
Turdus albicollis,XC327021,2016-05-15,Colombia,"Santa María, Boyacá",4.8499,-73.2649,750,203,1894.9,1894.9
Turdus albicollis,XC163585,1987-01-00,Colombia,"PNN Amacaycau, Leticia, Amazonas",-3.8717,-70.15,110,79,1894.9,1894.9
Turdus albocinctus,XC177025,2013-03-25,Nepal,"Sindhupalchok (near Helambu), Bagmati, Central Region",27.9721,85.4934,3500,30,2584,2584
Turdus albocinctus,XC191741,2014-07-16,Nepal,"Lulang, Xizang",29.963,95.377,2900,52,2928.5,2928.5
Turdus albocinctus,XC256567,2015-05-05,India,"F-2 P-1, Chamoli, Uttarakhand",30.4597,79.229,2700,40,2756.2,2756.2
Turdus amaurochalinus,XC2741,1996-11-03,Bolivia,"Cochabamba City, Cochabamba",-17.3834,-66.1667,2600,76,2756.2,2756.2
Turdus amaurochalinus,XC288809,2015-10-27,Argentina,Salta: Vaqueros por Río Los Yacones,-24.68,-65.4035,1300,318,2756.2,2756.2
Turdus amaurochalinus,XC351839,2016-10-28,Brazil,XC351839,-20.4556,-41.8085,1855,140,2584,2584
Turdus amaurochalinus,XC344848,2016-11-19,Brazil,"Campo Mourão, estado do Paraná.",-23.9571,-52.1851,500,179,2756.2,2756.2
Turdus assimilis,XC8809,1983-06-05,Mexico,"Tamaulipas, Rancho del Cielo",23.0998,-99.1942,1280,44,2239.5,2239.5
Turdus assimilis,XC335005,2015-03-27,Mexico,"Limonar, near El Triunfo, Chiapas",15.6216,-92.8209,1200,183,2928.5,2928.5
Turdus assimilis,XC309800,2016-03-14,Nicaragua,"Toro 1000 camp, Saslaya BOSAWAS",13.7254,-85.048,1000,63,3100.8,3100.8
Turdus assimilis,XC314117,2016-04-27,El Salvador,Parque El Boqueron,13.7346,-89.2796,1800,125,2239.5,2239.5
Turdus aurantius,XC48140,2010-04-12,Jamaica,"Drapers, Portland",18.167872,-76.412315,30,94,2411.7,2411.7
Turdus bewsheri,XC206986,2014-12-08,Comoros,Miringoni,-12.3722,43.7915,150,38,4134.4,4134.4
Turdus bewsheri,XC207053,2014-12-10,Comoros,Lac Dzialandzee,-12.2259,44.415,1000,21,2239.5,2239.5
Turdus bewsheri,XC389425,2017-10-04,Comoros,Moya,-12.3014,44.4452,420,89,2584,2584
Turdus boulboul,XC19718,2001-06-09,Pakistan,Shogran,34.64606,73.43914,2100,24,3273,3273
Turdus boulboul,XC73282,2011-03-03,India,"Jungle Lore Birding Lodge, Pangot, Uttarakhand",29.423,79.426,2200,97,2756.2,2756.2
Turdus boulboul,XC111272,2012-06-08,China,"Hills west of Shuhe, near Lijiang, Yunnan",26.9284,100.1998,2650,61,2584,2584
Turdus boulboul,XC390343,2017-06-04,India,"Kechuperi, West Sikkim, Sikkim, India @ (27.3494,88.1906)",27.3494,88.1906,1800,125,3273,3273
Turdus cardis,XC81964,2011-06-23,China,Hunan province Yueyang Dong Ting Lake,29.379,113.02,30,43,2584,2584
Turdus cardis,XC135947,2013-05-31,Japan,"Unzen, Nagasaki Prefecture",32.7532,130.2897,1100,101,2928.5,2928.5
Turdus cardis,XC176994,2014-05-01,South Korea,"Igidae Park, Busan",35.1111,129.1255,100,74,3100.8,3100.8
Turdus cardis,XC191107,2014-05-18,Japan,"Mt. Hiei, near Shakado, Shiga Prefecture",35.0746,135.8341,650,28,2756.2,2756.2
Turdus cardis,XC285707,2015-05-18,Japan,"Karuizawa forest, Nagano Prefecture  ",36.366424,138.592392,N/A,63,2411.7,2411.7
Turdus celaenops,XC285902,2015-05-22,Japan,"Tairo-Ike, Miyakejima",34.052937,139.525966,N/A,36,3273,3273
Turdus celaenops,XC81124,2003-05-00,Japan,"Hachijojima, Izu Islands",33.096144,139.781799,N/A,135,3100.8,3100.8
Turdus daguae,XC262362,2001-03-14,Ecuador,"Esmeraldas: Corriente Grande, Río Chimbagal",0.667,-78.95,90,35.2,2584,2584
Turdus daguae,XC96599,2012-02-25,Ecuador,"Playa de Oro, Esmeraldas",0.8501,-78.7667,300,77.6,2756.2,2756.2
Turdus daguae,XC251688,2015-02-17,Ecuador,Pichincha: Río Guaycuyacu,0.217,-78.89,510,65.8,2928.5,2928.5
Turdus daguae,XC275527,1999-05-00,Ecuador,"Esmeraldas: Colón, Río Ónzole",0.767,-79.1,60,38.9,2756.2,2756.2
Turdus dissimilis,XC21865,2006-03-10,India,"Khonoma Village, Nagaland",25.6501,94.0334,1600,61,3100.8,3100.8
Turdus dissimilis,XC321610,2008-05-26,China,Laifengshan National Forest Park,25.0149,98.4792,1700,44,2928.5,2928.5
Turdus dissimilis,XC103740,2012-06-14,China,"First Bend in the Yangtze River, Yunnan",26.872,99.959,1830,16,2411.7,2411.7
Turdus dissimilis,XC201355,2014-04-24,China,"Baihualing, Gaoligongshan, Yunnan",25.2079,98.7067,2600,88,2411.7,2411.7
Turdus dissimilis,XC19204,N/A,Myanmar,Chin Hills,22.5,93.5,N/A,56,2239.5,2239.5
Turdus falcklandii,XC90644,2011-10-27,Chile,"San Gregorio, XII Region",-52.377,-69.773,80,111,3100.8,3100.8
Turdus falcklandii,XC90699,2011-11-02,Argentina,"PN Tierra del Fuego, Tierra del Fuego",-54.8448,-68.5759,50,102,3100.8,3100.8
Turdus falcklandii,XC116021,2012-12-30,Chile,"Olmué, Quinta Región",-32.9905,-71.1705,180,218,2584,2584
Turdus falcklandii,XC187708,2013-11-17,Chile,"  PA148 - Parada 4 / Ñuble - Santa Rosa (near Santiago), Santiago Province, Chile, Santiago Metropolitan Region",-33.4691,-70.642,550,52,3100.8,3100.8
Turdus falcklandii,XC53545,1992-09-00,Argentina,"PN Lago Puelo, Chubut",-42.168238,-71.638412,N/A,40,2756.2,2756.2
Turdus feae,XC163544,2002-05-22,China,"Lao Ling, Liaoning",40.8195,120.2667,340,43,2756.2,2756.2
Turdus feae,XC80632,2011-06-01,China,"Wuling Shan Nature Reserve, Hebei Province",40.5878,117.4803,1750,9,2584,2584
Turdus feae,XC138357,2013-05-13,China,"Wuling Shan Nature Reserve, Hebei Province",40.5878,117.4803,1800,51,3100.8,3100.8
Turdus flavipes,XC228371,1997-03-09,Venezuela,"Yacambu NP, Lara",9.716666667,-69.58333333,1525,41,3617.6,3617.6
Turdus flavipes,XC212059,2003-10-08,Brazil,Intervales State Park. Bocanha and Lageado,-24.2667,-48.4501,900,116,4134.4,4134.4
Turdus flavipes,XC143141,2009-02-13,Venezuela,"Henri Pittier National Park, Mario Briceno Iragorry, Aragua",10.3557,-67.7196,800,72,3273,3273
Turdus flavipes,XC243701,2014-09-12,Brazil,"South Entrance, Serra dos Órgâos NP, RJ",-22.4942,-43.0018,420,211,3962.1,3962.1
Turdus flavipes,XC352267,2016-10-31,Brazil,"Parna Caparaó, Alto Caparaó, Minas Gerais",-20.4556,-41.8085,1410,123,2928.5,2928.5
Turdus fulviventris,XC276613,1997-01-03,Ecuador,Zamora-Chinchipe: NNE Chito,-4.915,-79.026,1435,55,2411.7,2411.7
Turdus fulviventris,XC276612,1997-03-15,Ecuador,Morona-Santiago: Limón-Santa Susana de Chiviaza road,-2.95,-78.417,1450,118,3100.8,3100.8
Turdus fulviventris,XC251693,2007-04-08,Ecuador,"Zamora-Chinchipe: Filo de Chumbiriatza, tepui 4.5 km SW Las Orchideas, above """"""""""""""""Cabañas Yankuam"""""""""""""""", Nangaritza Valley",-4.267,-78.683,1575,159,2756.2,2756.2
Turdus fulviventris,XC108414,2012-04-06,Ecuador,"Santa Cecilia track, above Paquisha, Zamora-Chinchipe",-3.9209,-78.6051,1900,83,2239.5,2239.5
Turdus fulviventris,XC245591,2015-04-12,Colombia,"Finca Buenos Aires, Vereda Los Alpes, Recetor, Casanare",5.333,-72.7747,2050,87,3100.8,3100.8
Turdus fumigatus,XC231815,2003-07-29,Venezuela,"Balneario Subucual, Sucre",10.55,-63.1,0-100,40.9,2239.5,2239.5
Turdus fumigatus,XC24095,2008-07-24,Brazil,"Novo Progresso, Pará",-7.1501,-55.4834,100,49.7,2067.2,2067.2
Turdus fumigatus,XC213891,2010-09-26,French Guiana,Saül,3.6167,-53.2001,220,64.3,2756.2,2756.2
Turdus fumigatus,XC213001,2015-01-28,Brazil,"Pacajá, Pacajá, Pará",-3.847,-50.7125,110,43.2,1894.9,1894.9
Turdus fuscater,XC243228,1990-11-17,Ecuador,"Carchi: Aguas Hediondas, Páramo El Angel",0.812,-77.903,3600,106,2584,2584
Turdus fuscater,XC251705,2005-03-12,Ecuador,Azuay: upper Yunguilla Valley,-3.232,-79.281,1775,182,2756.2,2756.2
Turdus fuscater,XC231819,2007-08-10,Venezuela,"Los Frailes area, Merida",8.833333333,-70.8,3050,97,3100.8,3100.8
Turdus fuscater,XC237859,2009-04-07,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-Buenos Aires",4.6683,-75.6275,1900,139,3273,3273
Turdus fuscater,XC344362,2016-11-24,Colombia,"Reserva Rio Blanco, Aguas de Manizales, Manizales",5.0737,-75.4378,2600,95,3100.8,3100.8
Turdus grayi,XC72519,2010-03-17,Costa Rica,San Jose,9.9834,-84.1334,N/A,145,2928.5,2928.5
Turdus grayi,XC78591,2011-04-01,Panama,"Altos del Torreón, Altos de Cerro Azul",9.166,-79.404,800,52,2411.7,2411.7
Turdus grayi,XC277329,2015-05-12,USA,"Santa Ana National Wildlife Refuge, Texas",26.0737,-98.1442,30,171,1722.7,1722.7
Turdus grayi,XC315320,2016-05-06,Mexico,"Minatitlan, refineria de SAnta Alejandrina, Veracruz",18.0024,-94.5653,40,104,2584,2584
Turdus grayi,XC330611,2016-06-07,Mexico,"Cerro Lucero, San Luis Potosí",21.9337,-100.3395,2100,80,2067.2,2067.2
Turdus haplochrous,XC92507,2011-00-00,Bolivia,varzea at Loma Suárez (Trinidad),-14.7489,-64.9564,N/A,18,1894.9,1894.9
Turdus hauxwelli,XC212133,1999-09-28,Brazil,Reserva Extrativista Alto Juruá. Foz do Tejo,-8.9826,-72.7148,220,205,2067.2,2067.2
Turdus hauxwelli,XC95613,2010-01-21,Ecuador,"Sacha Lodge, Sucumbios",-0.4714,-76.4603,250,81,2067.2,2067.2
Turdus hauxwelli,XC146783,2013-08-28,Bolivia,"Puerto Hamburgo, Riberalta, Beni",-11.0189,-66.0995,130,119,3445.3,3445.3
Turdus hauxwelli,XC174560,2013-12-08,Brazil,"Santo Antônio do Leverger, Santo Antônio do Leverger, Mato Grosso",-15.8628,-56.0792,150,70,2756.2,2756.2
Turdus hauxwelli,XC259220,1997-01-00,Peru,Loreto: between Iquitos and mouth of Río Napo,-3.6,-73.15,100,36,1894.9,1894.9
Turdus hortulorum,XC163543,2002-05-22,China,"Lao Ling, Liaoning",40.8195,120.2667,340,33.6,2584,2584
Turdus hortulorum,XC175820,2014-04-22,South Korea,"Wolpyeong-dong area, West Daejeon",36.3319,127.3555,80,96.8,3100.8,3100.8
Turdus hortulorum,XC286976,2015-04-22,Russian Federation,"Yasnoye, gorod Artem, Primorskiy kray",43.4495,132.1592,20,171.1,2584,2584
Turdus hortulorum,XC326509,2016-05-17,Russian Federation,Muraviovka Park,49.8699,127.6447,120,61.1,3100.8,3100.8
Turdus hortulorum,XC342040,2016-05-18,Russian Federation,"Khasanskiy rayon, Primorskiy kray",42.5275,130.692,130,187.2,2411.7,2411.7
Turdus chiguanco,XC243212,1991-02-14,Ecuador,Loja: Río León at Cuenca-Loja road,-3.41,-79.16,1800,122,2928.5,2928.5
Turdus chiguanco,XC4667,2005-01-21,Bolivia,"Tariquia, Los Pinos, Tarija",-21.91444444,-64.17722222,2600,31,3273,3273
Turdus chiguanco,XC90101,2011-11-10,Peru,"Peru, cuzco, before Sacsayhuaman",-13.51,-71.98,3600,50,3273,3273
Turdus chiguanco,XC272729,2013-10-19,Argentina,"Potreros de Yala, Jujuy",-24.116,-65.467,N/A,66,3273,3273
Turdus chiguanco,XC212771,2015-02-05,Argentina,Córdoba: Embalse,-32.213,-64.4245,537,84,2928.5,2928.5
Turdus chrysolaus,XC169488,2013-05-29,Russian Federation,Shikotan,43.8206,146.7524,20,70,2928.5,2928.5
Turdus chrysolaus,XC299716,2013-07-12,Russian Federation,"gorod Yuzhno-Sakhalinsk, Sakhalinskaya oblast'",46.8981,142.8769,800,18,2584,2584
Turdus chrysolaus,XC242064,2015-04-21,Japan,"Osaka Castle Park, Osaka Prefecture",34.6851,135.5322,10,101,3273,3273
Turdus chrysolaus,XC285803,2015-05-20,Japan,Mount Fuji east side,35.366178,138.78625,N/A,45,3100.8,3100.8
Turdus chrysolaus,XC286224,2015-06-02,Japan,"Oketo Lake forest, Hokkaido",43.615421,143.348494,N/A,36,2928.5,2928.5
Turdus ignobilis,XC231837,2008-01-03,Peru,"Tarapoto, San Martín",-6.5,-76.33333333,N/A,63,3100.8,3100.8
Turdus ignobilis,XC219363,2010-01-13,Venezuela,"Merida, La Azulita, universidad de los andes",8.5861,-71.1406,1400,32,2928.5,2928.5
Turdus ignobilis,XC230817,2015-02-27,Ecuador,"Baeza, Napo",-0.4644,-77.888,1900,63,3273,3273
Turdus ignobilis,XC294094,2015-11-24,Ecuador,Parque Nacional Podocarpus - Río Bombuscaro (Zamora Chinchipe),-4.1146,-78.9648,1000,155,2928.5,2928.5
Turdus ignobilis,XC310058,2016-01-29,Colombia,"Copacabana, Antioquia",6.4037,-75.5016,2000,101,2928.5,2928.5
Turdus iliacus,XC289248,2015-04-25,Finland,"Tolsa, Kirkkonummi, Uusimaa",60.1099,24.4642,20,22,3273,3273
Turdus iliacus,XC313934,2016-04-26,Norway,"Hansmyra, Straumsbukta",69.585,18.662,90,131,3617.6,3617.6
Turdus iliacus,XC319714,2016-05-24,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",56.088,47.2658,170,181,4478.9,4478.9
Turdus iliacus,XC326116,2016-07-04,Finland,"Ruotila, Kouvola, Kymenlaakso",60.6995,27.0951,40,48,3273,3273
Turdus infuscatus,XC78750,2011-05-21,Mexico,"Oax, Mex, Km 109, road 175",17.578,-96.507,2600,30,2584,2584
Turdus infuscatus,XC78902,2011-05-26,El Salvador,Parque Nacional Montecristo,14.399,-89.368,2000,105,2928.5,2928.5
Turdus infuscatus,XC108439,2012-07-08,Honduras,Cusuco National Park,15.552,-88.296,1400,62,2756.2,2756.2
Turdus infuscatus,XC134131,2013-04-26,Guatemala,"El Astillero, Reserva Comunal, San Bartolomé Milpas Altas, Sacatepequez",14.589,-90.684,2300,71,3100.8,3100.8
Turdus infuscatus,XC334993,2015-03-26,Mexico,"Campamento El Triunfo, Chiapas",15.6569,-92.8091,1900,218,3100.8,3100.8
Turdus jamaicensis,ML199944,2013-04-14,Jamaica,Ecclesdown Portland,18.07532,-76.34742,250,143,3789.8,3789.8
Turdus jamaicensis,ML199977,2013-04-19,Jamaica,Marshall's Pen Manchester,18.05976,-77.53123,N/A,95,3445.3,3445.3
Turdus kessleri,XC56207,2010-05-03,China,"Bei Mu-Ping area, Wolong-Balang Shan highway, Sichuan",30.8967,102.982,3458,28,3100.8,3100.8
Turdus kessleri,XC80984,2011-06-12,China,"Mengbi Pass, Maerkang-Balangshan highway, Sichuan",31.7081,102.3137,4000,32,2928.5,2928.5
Turdus kessleri,XC176071,2013-06-12,China,"Kanda Shan Pass, Qinghai",32.3406,96.5481,4300,120,2756.2,2756.2
Turdus kessleri,XC191477,2014-07-04,China," Haixi, Qinghai",36.9162,98.9309,3300,241,2928.5,2928.5
Turdus kessleri,XC266261,2015-06-01,China,"Baxi Forest, Sichuan Sheng",33.6064,103.2371,3000,46,2756.2,2756.2
Turdus lawrencii,XC212145,1999-09-28,Brazil,Reserva Extrativista Alto Juruá. Foz do Tejo,-8.9826,-72.7148,220,461,1894.9,1894.9
Turdus lawrencii,XC3258,2001-02-24,Bolivia,"Tuichi-Hondo, 30 km se of Chalalan; Madidi NP, La Paz",-14.567,-67.733,350,61,2584,2584
Turdus lawrencii,XC116219,2012-01-11,Colombia,"Mitu, Vaupes",1.2598,-70.2367,170,173,2584,2584
Turdus lawrencii,XC202131,2014-01-27,Peru,Explor Napo Lodge (canopy walkway),-3.2654,-72.9295,110,147,3617.6,3617.6
Turdus lawrencii,XC259215,1993-11-00,Ecuador,"Sucumbíos: 'Sacha Lodge', n bank Río Napo",-0.472,-76.459,220,110,2239.5,2239.5
Turdus leucomelas,XC212058,2000-12-05,Brazil,"Porto Grande, AP. Campina south of town",0.7362,-51.5834,70,178,2239.5,2239.5
Turdus leucomelas,XC212060,2005-10-28,Brazil,Serra dos Carajás. Rio Itacaiúnas,-5.8667,-50.4834,200,92,2239.5,2239.5
Turdus leucomelas,XC272444,2007-03-14,Suriname,"Peperpot, Commewijne",5.78,-55.13,N/A,82,1894.9,1894.9
Turdus leucomelas,XC243468,2014-09-10,Brazil,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-22.4508,-42.7735,30,99,2239.5,2239.5
Turdus leucomelas,XC200100,2014-10-26,Brazil,"Campo Mourão, State of Paraná",-24.0437,-52.3781,600,118,2584,2584
Turdus leucops,XC243245,1991-02-11,Ecuador,Loja: Celica mts: E Alamor: Tierra Colorada,-4.037,-79.93,1650,120,3617.6,3617.6
Turdus leucops,XC81104,2008-11-10,Ecuador,"Tandayapa Valley, Pichincha",-0.0167,-78.6834,1935,43,3100.8,3100.8
