scinam_birdtree,Xeno_cantoID,Date,Country,Locality,LAT,LON,Elevation,Recording length,Peak_frequency,Peak_frequency2
Loxia leucoptera,XC331456,2014-02-27,Poland,"Gmina Lipowiec Kościelny, mławski, mazowieckie",53.1363,20.3129,160,94,3962.1,3962.1
Loxia leucoptera,XC323021,2016-06-08,USA,"Smith Lake park, Fairbanks, Fairbanks North Star, Alaska",64.8626,-147.8638,160,49,4478.9,4478.9
Loxia pytyopsittacus,XC233360,1998-08-25,Finland,"Suovu, Kuopio, Northern Savonia",62.9327,27.4231,90,67,3789.8,3789.8
Loxia pytyopsittacus,XC125680,2013-03-16,Sweden,"Fågelvägen, Östervåla, Uppland",60.2706,17.2609,70,144,3617.6,3617.6
Loxia pytyopsittacus,XC355510,2016-07-03,Russian Federation,"Kalevalsky District, Kareliya Republits",64.5627,31.2853,220,57,3445.3,3445.3
Loxigilla barbadensis,XC48857,2010-10-04,Barbados,Barbados,13.074,-59.59,35,28,7062.9,7062.9
Loxigilla barbadensis,XC110224,2012-05-03,Barbados,Bellairs research Institute,13.19059631,-59.63937664,5,6,6029.3,6029.3
Loxigilla noctis,XC9483,1994-04-24,St Lucia,"Quilesse Forest Reserve, east of Soufriere, St. Lucia",13.8473,-61.0259,300,6,7924.2,7924.2
Loxigilla noctis,XC214996,2013-02-28,Netherlands,Saba,17.6425,-63.2349,320,20,6718.4,6718.4
Loxigilla portoricensis,XC32227,2009-04-01,Puerto Rico,"Hacienda Juanita's, W of Maricao, Puerto Rico",18.1787,-66.9931,500,56,6201.6,6201.6
Loxigilla portoricensis,XC46641,2009-04-04,Puerto Rico,"Casa Cubuy, El Yunque NP, Puerto Rico",18.2609,-65.7967,400,56,2928.5,2928.5
Loxigilla portoricensis,XC100153,2012-03-28,Puerto Rico,Bosque Estatal Guanica,17.9759,-66.8739,150,29,2584,2584
Loxigilla portoricensis,XC173289,2014-03-03,Puerto Rico,"Cambalache State Forest, Puerto Rico",18.452,-66.5976,62,30,6029.3,6029.3
Loxigilla portoricensis,XC308522,2016-03-13,Puerto Rico,Bosque Estatal Maricao,18.15,-66.992,800,57,3100.8,3100.8
Loxigilla violacea,XC277015,2008-04-04,Bahamas,South Abaco,26.0899,-77.1987,10,108,7579.7,7579.7
Loxigilla violacea,XC48122,2010-04-13,Jamaica,"Drapers, Portland",18.167872,-76.412315,30,27,7752,7752
Loxigilla violacea,XC50158,2010-04-29,Bahamas,"Andros, Bahamas",24.187,-77.622,0,35,7579.7,7579.7
Loxioides bailleui,XC145608,1997-01-11,USA,"Kaohe Game Management Area, Hawaii",19.8253,-155.605,2100,27,3789.8,3789.8
Loxioides bailleui,XC122383,2009-12-31,USA,"Pu'u La'au Sandalwood Exclosure, Hawaii County, Hawaii",19.8317,-155.5978,2200,58,3789.8,3789.8
Loxioides bailleui,XC146104,2013-06-17,USA,"Waimea, Hawaii, Hawaii",19.8344,-155.5905,2300,35,3273,3273
Loxipasser anoxanthus,XC48144,2010-04-11,Jamaica,"Ecclesdown, Portland",18.050888,-76.327858,220,19,8613.3,8613.3
Loxipasser anoxanthus,XC426057,2018-07-13,Jamaica," Ecclesdown Road, Portland Parish",18.0997,-76.3386,140,61,5857,5857
Loxops caeruleirostris,XC219961,2015-03-14,USA,"Alaka'i Wilderness Preserve, Halepa'akai Stream, Kauai, Hawaii",22.0815,-159.555,1300,57,7407.4,7407.4
Loxops coccineus,XC27348,2007-03-25,USA,"Hakalau NWR, E slope Mauna Kea, Hawai'i (Big Island), HA",19.7901,-155.3273,1900,9,4306.6,4306.6
Loxops coccineus,XC175511,2014-04-12,USA,"Hakalau NWR, E slope Mauna Kea, Hawai'i (Big Island), HA",19.7901,-155.3273,1900,225,2928.5,2928.5
Lullula arborea,XC281303,2009-03-14,Belgium,"Groot Schietveld, Brecht, Antwerpen",51.371252,4.612641,N/A,72,4134.4,4134.4
Lullula arborea,XC123593,2013-03-03,Spain,"Plans de Can Pèfol, El Bruc, PN.Montserrat, Catalunya",41.5811,1.8017,460,68,3445.3,3445.3
Lullula arborea,XC131707,2013-04-28,France,"Lesches-en-Diois, Drome, Rhone-Alpes",44.5861,5.543,950,71,4478.9,4478.9
Lullula arborea,XC247875,2015-06-05,Norway,"Elverum, Hedmark",60.8188,11.6889,200,133,3617.6,3617.6
Lullula arborea,XC254526,2015-06-29,Italy,"Longobucco, Cosenza, Calabria",39.412,16.6289,1500,119,3445.3,3445.3
luscinia brunnea,XC266069,2004-05-13,Nepal,"Sindhupalchok (near Ghyangphedi), Bagmati, Central Region",27.9888,85.4893,3300,36,4134.4,4134.4
luscinia brunnea,XC312345,2009-06-03,India,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh",27.1001,92.4001,2100,157,5512.5,5512.5
luscinia brunnea,XC312346,2011-06-11,China,"Foping Nature Reserve, Qinling Mountains, Shaanxi",33.6451,107.8034,2110,171,5340.2,5340.2
luscinia brunnea,XC111185,2012-06-09,China,"Hills west of Shuhe, near Lijiang, Yunnan",26.9284,100.1998,2700,190,3789.8,3789.8
luscinia brunnea,XC161090,2013-06-05,China,"Zangjialou, Jiuzhaigou National Park, Sichuan",33.1569,103.9123,2400,126,7235.2,7235.2
luscinia calliope,XC161391,2013-06-04,China,"between Baxi and Jiuzhaigou, Sichuan. [Exact coordinates not determined]",32.9013,103.5204,3200,156,4651.2,4651.2
luscinia calliope,XC162675,2013-06-05,Mongolia,Terkhiin Tsagaan Nuur,48.1,99.684,2100,75,3962.1,3962.1
luscinia calliope,XC286285,2015-06-03,Japan,"Kiritappu area, Hokkaido",43.079403,145.137933,N/A,60,4478.9,4478.9
luscinia calliope,XC326518,2016-05-21,Russian Federation,Muraviovka Park,49.8699,127.6447,120,202,3445.3,3445.3
luscinia calliope,XC323736,2016-06-05,Mongolia,"Umnudelger, Khentii",48.1651,109.1258,1600,45,4134.4,4134.4
luscinia cyane,XC312348,1987-06-17,China,"Dailing, Yichun Shi, Heilongjiang Sheng",47.0249,129.066,260,275,5512.5,5512.5
luscinia cyane,XC134587,2011-05-30,Russian Federation,"Irkutsky District, Irkutskaya oblast",51.9324,105.0719,550,86,4306.6,4306.6
luscinia cyane,XC177233,2014-05-05,South Korea,"Wolpyeong-dong area, West Daejeon",36.3319,127.3555,50,200,3962.1,3962.1
luscinia cyane,XC267815,2015-05-14,Russian Federation,"Khasanskiy rayon, Primorskiy kray",42.5275,130.692,130,129,5857,5857
luscinia cyane,XC285651,2015-05-17,Japan,"Karuizawa forest, Nagano Prefecture",36.366424,138.592392,N/A,100,3617.6,3617.6
Luscinia luscinia,XC322370,2006-06-18,Denmark,"Lindholm Hoved, Mossø, Ry, Skanderborg Municipality, Central Denmark Region",56.0459,9.7158,20,157,3789.8,3789.8
Luscinia luscinia,XC281394,2009-05-30,Netherlands,"Brummen - De Kievit, Gelderland",52.073,6.111,N/A,109,3617.6,3617.6
Luscinia luscinia,XC247477,2015-05-21,Sweden,"Björnöbron, Västerås",59.5806,16.611,0,106,3100.8,3100.8
Luscinia luscinia,XC312871,2016-04-17,Poland,"Zarzecze, cieszyński, śląskie",49.9197,18.8185,260,42,2584,2584
Luscinia luscinia,XC319730,2016-05-26,Finland,"Hollola, Lahti, Päijänne Tavastia",61.0776,25.3255,80,117,1894.9,1894.9
Luscinia megarhynchos,XC342509,2009-05-10,United Kingdom,"South Kesteven District (near Edenham), Lincolnshire, England",52.7947,-0.4097,60,122,2756.2,2756.2
Luscinia megarhynchos,XC326685,2016-05-08,France,"Muttersholtz, Bas-Rhin, Alsace",48.27,7.5233,160,130,2756.2,2756.2
Luscinia megarhynchos,XC324069,2016-06-14,United Kingdom,"RSPB Pulborough Brooks (near Wiggonholt), West Sussex, England",50.9362,-0.495,10,161,2584,2584
Luscinia megarhynchos,XC325114,2016-06-26,Italy,"Castel di Lama, AP",42.8769,13.6925,170,119,2411.7,2411.7
Luscinia megarhynchos,XC326669,N/A,Germany,"Urdenbacher Kämpe, Düsseldorf, Nordrhein-Westfalen",51.1354,6.8525,40,36,2411.7,2411.7
luscinia pectardens,XC143219,1990-05-10,China,"Wuyipeng Research Station, Wolong, Sichuan",30.985,103.156,2800,270,4134.4,4134.4
luscinia pectardens,XC158556,2013-05-26,China,"Longcanggou, Yingjing, Sichuan",29.6017,102.8978,2300,77,2928.5,2928.5
luscinia pectardens,XC183393,2014-06-02,China,"Erlangshan, Sichuan",29.8516,102.2593,2740,65,3617.6,3617.6
luscinia pectardens,XC266722,2015-06-06,China,"Balang Shan Pass, Sichuan",30.9108,102.8947,4500,63,3445.3,3445.3
luscinia pectoralis,XC68597,2005-06-22,China,"Qinghai, just outside of Xining, Lao Yi Shan",37,100,N/A,75,4478.9,4478.9
luscinia pectoralis,XC43633,2009-05-20,Kazakhstan,"Ili-Alatau national park, Almaty province",43.0703,76.9905,2400,91,4478.9,4478.9
luscinia pectoralis,XC117071,2012-11-23,India,"Kaziranga National Park (watch tower), Golaghat, Assam",26.6345,93.3575,70,28,3445.3,3445.3
luscinia pectoralis,XC236713,2014-05-14,Kazakhstan,"Almaty, Karasay District, Almaty Region",43.0572,76.9709,2700,76,4134.4,4134.4
luscinia pectoralis,XC285242,2015-05-27,China,"NW of Balangshan Pass, Sichuan",30.9316,102.8835,4100,75,3789.8,3789.8
luscinia ruficeps,XC23397,2006-05-16,China,"Jiuzhaigou National Park, Sichuan",33.1626,103.9112,2500,36.1,2584,2584
luscinia sibilans,XC113736,2012-06-27,Russian Federation,"Bystrinsky District, Kamchatka Krai",55.9128,158.7557,800,19,4134.4,4134.4
luscinia sibilans,XC149249,2013-06-26,Russian Federation,"Turochaksky District, Altay",51.7932,87.2994,440,34.5,3100.8,3100.8
luscinia sibilans,XC267824,2015-05-20,Russian Federation,"Gornyy Khutor, Chernigovskiy rayon, Primorskiy kray",44.3602,132.7989,180,165.2,2584,2584
luscinia sibilans,XC377850,2017-05-15,Russian Federation,Muraviovka Park,49.8699,127.6447,120,83.9,3100.8,3100.8
luscinia sibilans,XC376505,2017-06-01,Russian Federation,"Mirnoye, Turukhansky District, Krasnoyarsk Krai",62.2907,88.9948,20,26.7,3273,3273
Luscinia svecica,XC298297,2012-04-22,Netherlands,"Hanenplas, De Cocksdorp, Texel, Noord-Holland",53.1532,4.8427,0,173,4651.2,4651.2
Luscinia svecica,XC314904,2016-05-02,Belgium,"Celles, Hainaut, Région wallonne",50.6988,3.4093,20,332,6029.3,6029.3
Luscinia svecica,XC315862,2016-05-06,Germany,"Gartower See, Gartow, Niedersachsen",53.036,11.448,10,62,3445.3,3445.3
Luscinia svecica,XC319965,2016-06-03,Norway,"Folldal, Hedmark",62.0864,9.8014,900,77,4306.6,4306.6
Luscinia svecica,XC345947,2016-06-05,Sweden,"Hemavan, Västerbottens län",65.8379,15.0959,850,267,4651.2,4651.2
Lycocorax pyrrhopterus,XC68601,1987-07-26,Indonesia,Halmahera; near Domato (Kali Batu Putih),0.93,127.56,N/A,46,1033.6,1033.6
Lycocorax pyrrhopterus,XC68604,N/A,Indonesia,Obi Island,-1.5,127.7,N/A,71,3789.8,3789.8
Mackenziaena leachii,XC325593,2002-03-17,Brazil,Serra do Mar State Park. Santa Virgínia,-23.3248,-45.1329,900,71,3445.3,3445.3
Mackenziaena leachii,XC225244,2004-08-06,Brazil,"Intervales National Park, Sao Paulo",-24.33333333,-48.41666667,N/A,153,3273,3273
Mackenziaena leachii,XC345612,2012-01-12,Brazil,"Campos do Jordão, São Paulo",-22.7089,-45.4682,1900,80,3100.8,3100.8
Mackenziaena leachii,XC153666,2013-10-28,Brazil,"Linha Bonita, Gramado, Rio Grande do Sul state",-29.3394,-50.936,600,68,3789.8,3789.8
Mackenziaena leachii,XC334692,2016-09-12,Brazil,"Parque Estadual Intervales, SP",-24.2759,-48.4181,800,133,3617.6,3617.6
Mackenziaena severa,XC320288,2001-10-25,Brazil,"6km north of Perequê, RJ",-23.012,-44.5351,10,87,2928.5,2928.5
Mackenziaena severa,XC225397,2004-02-05,Brazil,"Boa Nova humid area, Bahia",-14.5,-40.08333333,N/A,102,2756.2,2756.2
Mackenziaena severa,XC349308,2013-07-07,Brazil,"Fazenda montes claros, Sao Jose dos Campos, state of Sao Paulo",-23.0401,-46.0328,700,80,2584,2584
Mackenziaena severa,XC190681,2014-08-09,Brazil,"Siderópolis, Santa Catarina state, Brazil",-28.6155,-49.5164,180,103,2584,2584
Macroagelaius imthurni,XC9191,1994-07-10,Venezuela,"La Escalera, Sierra de Lema, Bolívar",5.9656,-61.3917,1300,15,3100.8,3100.8
Macroagelaius imthurni,XC225404,2002-07-27,Venezuela,"Upper escalera, Bolivar",5.9667,-61.4,1200,18,2756.2,2756.2
Macroagelaius imthurni,XC354941,2017-01-29,Venezuela,La Escalera - Canaima National Park - Venezuela,5.97,-61.425,1400,33,2756.2,2756.2
Macroagelaius imthurni,XC388422,2017-01-30,Venezuela,"Upper escalera, Bolivar",5.9667,-61.4,1300,29,3789.8,3789.8
Macroagelaius subalaris,XC12690,2005-10-04,Colombia,"Soatá, Alto Onzaga, Santander",6.5667,-72.7334,2500,50,2928.5,2928.5
Macroagelaius subalaris,XC16594,2007-12-03,Colombia,"RNA Reinita Cielo Azul, San Vicente de Chucuri, Santander",6.8464,-73.3751,1900,25,3789.8,3789.8
Macroagelaius subalaris,XC273766,2010-01-07,Colombia,"Onzaga road near Soata, Boyaca",6.336,-72.736,N/A,62,3273,3273
Macroagelaius subalaris,XC91858,2010-11-17,Colombia,Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius),6.3001,-72.7167,2100,21,2239.5,2239.5
Macroagelaius subalaris,XC106387,2012-07-03,Colombia,Soata (Reserva de Aves para Amazilia castaneiventris y Macroagelaius),6.3001,-72.7167,2450,33,3100.8,3100.8
macronous bornensis,XC284405,1986-04-30,Indonesia,"Yanlapa, Tenjo, Bogor, Jawa Barat",-6.4163,106.496,90,154.6,1894.9,1894.9
macronous bornensis,XC337849,2009-03-12,Indonesia,"Uut Murung, Murung Raya Regency, Central Kalimantan",-0.0584,114.3526,440,28.9,1722.7,1722.7
macronous bornensis,XC166538,2013-12-25,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0198,117.7462,150,45.1,1205.9,1205.9
macronous bornensis,XC236316,2015-04-11,Indonesia,"Taman Nasional Sebangau, Kabupaten Pulang Pisau, Kalimantan Tengah",-2.5799,114.0384,10,884.8,1550.4,1550.4
macronous bornensis,XC68611,N/A,Malaysia,Sabah; near the Bole River,4.9,117.7,N/A,65.9,1722.7,1722.7
macronous flavicollis,XC284409,1986-04-30,Indonesia,"Yanlapa, Tenjo, Bogor, Jawa Barat",-6.4163,106.496,90,24,1205.9,1205.9
macronous flavicollis,XC284434,1987-03-01,Indonesia,"Sumur, Pandeglang Regency, Banten",-6.7662,105.2765,30,41,1378.1,1378.1
macronous flavicollis,XC284400,2010-12-19,Indonesia,"Kangayan, Sumenep Regency, East Java",-6.8596,115.3331,40,147,2067.2,2067.2
macronous gularis,XC158608,1988-02-20,Malaysia,Taman Negara National Park,4.39,102.4,110,108,2239.5,2239.5
macronous gularis,XC124389,2012-12-27,Cambodia,"Prey Veng, Preah Vihear",13.9144,104.5538,90,65,3273,3273
macronous gularis,XC337852,2013-11-28,Indonesia,"Darul Makmur, Nagan Raya, Aceh",3.7979,96.5575,40,63,2756.2,2756.2
macronous gularis,XC176099,2014-04-20,Thailand,"Phanoenthung, Kaengkrachan NP",12.8285,99.3627,900,45,2584,2584
macronous gularis,XC290809,2014-05-28,Malaysia,"Base of new road to Fraser's Hill. The Gap, Pahang",3.701,101.748,N/A,44,2928.5,2928.5
macronous kelleyi,XC19708,2003-02-28,Cambodia,"Cat Tien National Park, Cochinchina",11.3473,107.1501,100,19,1205.9,1248.9
macronous kelleyi,XC100454,2012-03-19,Cambodia,Seima Biodiversity Conservation Area - ONP Trail,12.1239,106.912,130,86,1205.9,1162.8
macronous kelleyi,XC124361,2012-12-26,Cambodia,"Prey Veng, Preah Vihear",13.9144,104.5538,90,72,2584,2648.6
macronous kelleyi,XC126379,2013-01-02,Vietnam,"Cat Tien National Park, Cochinchina",11.3473,107.1501,70,34,1205.9,1227.4
macronous kelleyi,XC68617,N/A,Vietnam,Cuc Phuong NP,20.3329,105.5965,N/A,37,2928.5,2842.4
macronous ptilosus,XC39197,2009-08-09,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0224,117.7464,240,84,689.1,732.1
macronous ptilosus,XC194746,2009-12-28,Thailand,"Trail to Krung Ching Waterfall, Khao Luang National Park",8.7201,99.6762,300,26,861.3,839.8
macronous ptilosus,XC114369,2012-12-03,Malaysia,"Johor, Panti Forest Reserve, Bunker Trail, c.1km",1.8773,103.9181,30,122,861.3,839.8
macronous ptilosus,XC290814,2014-05-31,Malaysia,"Yong trail. Taman Negara, Pahang",4.386,102.401,N/A,77,861.3,839.8
macronous ptilosus,XC288677,2015-06-26,Malaysia,"Paya Maga, Bahagian Limbang, Sarawak",4.4452,115.4974,800,39,861.3,775.2
macronous striaticeps,XC268949,2010-04-20,Philippines,Mindanao: Bislig; PICOP,8.257,126.221,100,28,3617.6,3617.6
macronous striaticeps,XC321286,2016-05-31,Philippines,"PICOP, Bislig, Mindanao",8.2589,126.1537,160,35,2584,2584
macronous striaticeps,XC332173,2016-08-06,Philippines,"Paranas, Samar, Eastern Visayas",11.8641,125.213,140,21,3273,3273
macronous striaticeps,XC30693,1989-00-00,Philippines,"Eagle Centre, Mindanao",7.184482,125.416145,N/A,19,2756.2,2756.2
macronous striaticeps,XC92688,2011-11-00,Philippines,PICOP,8.2589,126.1537,150,53,4306.6,4306.6
Macronyx ameliae,XC390411,2017-10-13,Kenya,Narok County,-1.3326,34.9872,1500,34,3617.6,3617.6
Macronyx capensis,XC280421,2013-02-15,South Africa,"Dullstroom area, Mpumalanga",-25.298808,30.148503,N/A,16,2756.2,2756.2
Macronyx capensis,XC167947,2014-02-23,Lesotho,"Malealea area, Mafeteng",-29.8356,27.5984,1800,63,2756.2,2756.2
Macronyx capensis,XC280423,2014-10-26,South Africa,"Chelmsford Nature Reserve, Kwazulu-Natal",-27.978177,29.906194,N/A,32,3445.3,3445.3
Macronyx croceus,XC64943,2010-06-25,Uganda,East part of Queen Elizabeth National Park,-0.055,30.083,1000,35,3445.3,3445.3
Macronyx croceus,XC71357,2011-02-25,Burundi,Réserve de la Rusizi,-3.3528,29.2678,770,40.1,3273,3273
Macronyx croceus,XC83777,2011-07-07,Uganda,"Bugungu Airstrip, Murchinson Falls National Park",2.21,31.562,800,39.7,2928.5,2928.5
Macronyx croceus,XC194856,2014-07-26,Kenya,Lake Nakuru National Park,-0.344,36.08,1800,30.3,3789.8,3789.8
Macronyx croceus,XC280425,2014-10-31,South Africa,"Oribi gorge, Kwazulu-Natal",-30.714876,30.270793,N/A,44.8,3273,3273
macronyx fuellebornii,XC339250,2016-09-17,Zambia,"Kawambwa area, Luapula province",-9.92,29.259,N/A,65,2928.5,2928.5
macronyx fuellebornii,XC398116,2017-12-15,Zambia,"Mkushi farm region, Central province",-13.655075,29.358824,N/A,57,2756.2,2756.2
Macrosphenus concolor,XC289622,2015-03-13,Uganda,Budongo Forest,1.7158,31.5418,1100,68.6,2584,2584
Macrosphenus concolor,XC253654,2015-06-13,Liberia,"Libassa Ecolodge, Margibi",6.1782,-10.4846,10,71.1,3273,3273
Macrosphenus concolor,XC301503,2016-01-16,Ghana,New Eddubiase Forest South entrance,6.1,-1.35,195,47.8,3100.8,3100.8
Macrosphenus concolor,XC345103,2016-12-04,Benin,Forêt de la Lama,6.9473,2.1418,70,78,3273,3273
Macrosphenus concolor,XC363487,2017-04-08,Ivory Coast,"Parc National de la Forêt du Banco, Abidjan",5.387,-4.0533,30,69.6,2928.5,2928.5
Macrosphenus flavicans,XC99876,2012-03-30,Cameroon,Korup National Park,5.059,8.807,100,15,2239.5,2239.5
Macrosphenus flavicans,XC285474,2015-10-18,Cameroon,"Forêt d'Ebogo, Nyong-et-So",3.3802,11.4652,650,49,1894.9,1894.9
Macrosphenus flavicans,XC326242,2016-01-23,Equatorial Guinea,Acampamento de Hormigas,3.339,8.4905,800,72,2411.7,2411.7
Macrosphenus kempi,XC45699,2010-03-10,Ghana,"Atewa Range, Sagyimase",6.2401,-0.557,500,16,2067.2,2067.2
Macrosphenus kempi,XC48249,2010-04-10,Ghana,"Aboabo, Ghana",5.5859,-1.4089,100,56,2239.5,2239.5
Macrosphenus kempi,XC169715,2014-02-24,Ghana,Kakum National Park,5.3703,-1.3626,170,64,2239.5,2239.5
Macrosphenus kempi,XC179302,2014-03-22,Togo,"Ahlon-Sassanou area, Plateaux",7.2714,0.6619,440,23,1894.9,1894.9
Macrosphenus kempi,XC301505,2016-01-16,Ghana,Nyamibe Forest Central-East entrance,6.15,-1.35,190,65,2411.7,2411.7
Macrosphenus kretschmeri,XC381697,2014-02-22,Mozambique,"Quiterajo, Cabo Delgado",-11.77,40.3951,100,34,4823.4,4823.4
Macrosphenus kretschmeri,XC429883,2017-10-16,Tanzania,"Amani Mountain Reserve, Tanga",-5.1012,38.6255,1100,67,2928.5,2928.5
Machaerirhynchus flaviventer,XC279422,1996-08-17,Papua New Guinea,"Boana, Morobe Province",-6.432,146.822,890,59,2756.2,2756.2
Machaerirhynchus flaviventer,XC158622,2011-11-08,Australia,"Mt Lewis, Atherton Tableland, Qld",-16.539,145.287,1000,41,4995.7,4995.7
Machaerirhynchus flaviventer,XC174125,2013-11-05,Australia,"Koah, Queensland",-16.9112,145.6001,420,41,3789.8,3789.8
Machaerirhynchus flaviventer,XC389805,2017-10-07,Indonesia,"Nimbokrang, Papua",-2.5831,140.1608,70,57,6029.3,6029.3
Machaerirhynchus flaviventer,XC104931,2010-11-00,Australia,"Iron Range National Park, QLD",-12.6739,143.3353,100,27,4134.4,4134.4
Machaerirhynchus nigripectus,XC121941,1997-02-02,Indonesia," Tembagapura, Freeport, Papua",-4.09,137.06,2400,61,5684.8,5684.8
Machaerirhynchus nigripectus,XC140371,2002-04-14,Indonesia," Tembagapura, Freeport, Papua",-4.09,137.06,N/A,42,6029.3,6029.3
Machaerirhynchus nigripectus,XC36370,2006-12-25,Papua New Guinea," 7 corners, near Tari Gap, Southern Highlands",-5.9667,143.1334,2680,17,4995.7,4995.7
Machaerirhynchus nigripectus,XC18941,2007-06-28,Papua New Guinea,"Tari Valley, Southern Highlands Province",-5.6334,142.9001,2660,44,3617.6,3617.6
Machaerirhynchus nigripectus,XC155614,2009-07-28,Indonesia,Baliem Valley,-4.1337,138.7087,3400,52,5512.5,5512.5
Machaeropterus deliciosus,XC248569,1991-12-26,Ecuador,"Pichincha: ridge between Río Mindo and Río Nambillo, 3 km SE Mindo",-0.0834,-78.761,1600,142,1550.4,1550.4
Machaeropterus deliciosus,XC148134,1992-06-21,Colombia,"Nariño, Pasto, Reserva Natural La Planada, Al sur de Ricaurte",1.085,-77.1,1800,27,1550.4,1550.4
Machaeropterus deliciosus,XC118086,2011-04-21,Ecuador," Milpe, Pichincha",0.0287,-78.8628,1100,101,1550.4,1550.4
Machaeropterus deliciosus,XC108588,2012-08-25,Ecuador," Milpe, Pichincha",0.0287,-78.8628,1100,206,1550.4,1550.4
Machaeropterus deliciosus,XC217246,2015-02-20,Ecuador," Milpe, Pichincha",0.0287,-78.8628,1200,460,1550.4,1550.4
Machaeropterus pyrocephalus,XC200128,2003-04-12,Brazil,Pousada Thaimaçu. Rio São Benedito,-9.0501,-56.5834,170,35,3445.3,3445.3
Machaeropterus pyrocephalus,XC73817,2005-10-09,Bolivia,"Cachuela Esperanza, Beni, BO",-10.53816667,-65.59283333,150,51,3617.6,3617.6
Machaeropterus pyrocephalus,XC17588,2007-10-08,Brazil,"Pousada Rio Azul, PA",-9.2456,-55.987,230,39,3273,3273
Machaeropterus pyrocephalus,XC30318,2009-02-16,Brazil,"Serra dos Carajás, PA",-6.1603,-50.3459,695,58,3445.3,3445.3
Machaeropterus pyrocephalus,XC180621,2014-05-20,Peru,"Cordillera Escalera, Koepcke's Hermit feeding station, San Martin",-6.4159,-76.3179,750,36,3445.3,3445.3
Machaeropterus regulus,XC66621,1999-09-29,Brazil,Reserva Extrativista Alto Juruá. Foz do Tejo,-8.9826,-72.7148,220,36,3962.1,3962.1
Machaeropterus regulus,XC170143,2005-07-29,Peru,"Morro de Calzada, San Martin",-6.0295,-77.0459,900,112,4651.2,4651.2
Machaeropterus regulus,XC170139,2013-07-24,Peru,"Oran, Loreto",-3.4696,-72.4933,120,78,4823.4,4823.4
Machaeropterus regulus,XC209071,2015-01-02,Ecuador," Copalinga Lodge, Zamora-Chinchipe",-4.0944,-78.9546,1200,96,4995.7,4995.7
Machaeropterus regulus,XC289089,2015-10-30,Brazil,"Ibirapitanga, Ibirapitanga, Bahia",-14.1426,-39.3963,110,36,3273,3273
Machetornis rixosa,XC95292,2011-08-07,Argentina," Establecimiento Los Picazos, Tres Marias, Formosa",-26.3378,-58.2039,60,49,7062.9,7062.9
Machetornis rixosa,XC113389,2012-09-08,Bolivia,"Estancia El Cutal, Beni Dept",-14.1136,-64.9325,150,85,6373.8,6373.8
Machetornis rixosa,XC116269,2012-10-11,Brazil,"Pousada Piuval, Transpantaneira km 12, MT",-16.3834,-56.6167,120,82,5857,5857
Machetornis rixosa,XC123802,2013-02-26,Brazil,"Piracicaba, São Paulo",-22.6771,-47.9831,460,37,6718.4,6718.4
Malacocincla abbotti,XC124170,2012-12-28,Cambodia,"Tmat Boey, Preah Vihear Province",13.9667,104.8833,70,71,2239.5,2239.5
Malacocincla abbotti,XC200716,2014-03-14,Vietnam,"Cát Tiên National Park, Tân Phú, Dong Nai",11.4377,107.4193,140,148,2067.2,2067.2
Malacocincla abbotti,XC314724,2016-04-13,Thailand,"Sri Phang Nga National Park, Khura Buri, Chang Wat Phang-nga",8.9958,98.4673,70,50,2239.5,2239.5
Malacocincla abbotti,XC314539,2016-04-26,Thailand,"near Pha Kluay Mai Campground, Khao Yai National Park, Nakhon Ratchasima",14.4303,101.4015,700,104,2067.2,2067.2
Malacocincla cinereiceps,XC39411,2009-04-25,Philippines,"Puerto Princesa Subterranean NP, Sabang, Palawan",10.1931,118.9084,N/A,48,3100.8,3100.8
Malacocincla cinereiceps,XC239376,2015-01-28,Philippines,"Iwahig, Palawan",9.7429,118.6468,80,96,2928.5,2928.5
Malacocincla malaccensis,XC296625,1996-12-24,Malaysia,"near Borneo Rainforest Lodge, Danum Valley, Sabah",5.033,117.7488,180,29,2239.5,2239.5
Malacocincla malaccensis,XC150676,2013-08-12,Singapore,Central Catchment Nature Reserve,1.352,103.8206,60,160,2928.5,2928.5
Malacocincla malaccensis,XC216940,2015-01-15,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0224,117.7464,170,44,2411.7,2411.7
Malacocincla malaccensis,XC359848,2017-02-15,Malaysia,"Kawag Danum, Sabah, Borneo",5.051262,117.977687,N/A,33,2928.5,2928.5
Malacocincla malaccensis,XC70296,1990-00-00,Indonesia,"Tapan Road, West Sumatra, Sumatra",-2.0498,101.3073,400,58,3445.3,3445.3
Malacocincla sepiaria,XC214487,2012-12-08,Malaysia,"Johor, Panti Forest Reserve, Bunker Trail, cKm5",1.8636,103.8864,50,75,2756.2,2756.2
Malacocincla sepiaria,XC290856,2014-06-03,Malaysia,"Kuala Terenggan area. Taman Negara, Pahang",4.433,102.436,N/A,116,3100.8,3100.8
Malacocincla sepiaria,XC204060,2014-09-26,Indonesia,"Carita, West Java ",-6.2781,105.8537,240,34,2928.5,2928.5
Malacocincla sepiaria,XC215148,2015-02-18,Indonesia,"Gunung Halimun NP, West Java",-6.7461,106.5182,1300,40,2756.2,2756.2
